Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1676634","","Claudette Cunningham","1009 SUNCREST ST ","BRYAN","TX","77803","BRAZOS",979-676-3285,"Registered Child-Care Home","Registered",7/10/2018,12,"cunninghamclaudette51@yahoo.com","1309931","","Y","Y","Y","Y"
"992866","","Claudette L Carroll","1719 MARY ST ","GATESVILLE","TX","76528","CORYELL",254-289-2206,"Registered Child-Care Home","Registered",6/15/2009,12,"","474109","","Y","Y","Y","Y"
"951966","","Claudia  Rodriguez","9922 PONY SPUR ","SAN ANTONIO","TX","78254","BEXAR",210-701-2930,"Registered Child-Care Home","Registered",2/3/2009,12,"","424754","","Y","Y","Y","Y"
"1317426","","Claudia Graeter","702 PINE HILL ST ","PINEHURST","TX","77362","MONTGOMERY",281-259-8291,"Licensed Child-Care Home","Full Permit",10/18/2011,12,"claudiagraeter@yahoo.com","870768","","Y","Y","Y","Y"
"887469","","Claudia Lorena Flores","9642 SPRING HARVEST ","SAN ANTONIO","TX","78254","BEXAR",210-994-9687,"Registered Child-Care Home","Registered",1/9/2008,12,"lovesandhugsdaycare@hotmail.com","341568","","Y","Y","Y","Y"
"1507030","","Claudia Marisol Gutierrez","3224 RAUL GONZALEZ DR ","MERCEDES","TX","78570","HIDALGO",956-256-3674,"Registered Child-Care Home","Registered",1/16/2013,12,"","1101943","","Y","Y","Y","Y"
"1221049","","Claudia Quintanilla","3200 TIERRA PURA DR ","EL PASO","TX","79938","EL PASO",915-253-6109,"Registered Child-Care Home","Registered",10/15/2010,12,"","752254","","Y","Y","Y","Y"
"223013","","Claudias Creative Childcare","1301 KENWOOD DR ","SAN ANGELO","TX","76903","TOM GREEN",325-653-0825,"Licensed Center - Child Care Program","Full Permit",4/20/1987,77,"cccc@suddenlinkmail.com","102874","","N","Y","Y","Y"
"1525284","","Clay Road Baptist Early Child Care","9151 CLAY RD ","HOUSTON","TX","77080","HARRIS",713-939-1399,"Licensed Center - Child Care Program","Full Permit",4/4/2014,71,"croyall@clayroad.org","1124598","","Y","Y","Y","N"
"1694892","","Clayton @ June Davis","6301 ROCKROSE TRAIL ","FORT WORTH","TX","76123","TARRANT",817-923-9888,"Licensed Center - Before/After School Program","Full Permit",1/15/2020,75,"","1336008","","N","N","Y","Y"
"517395","1128","Clayton at  Florence Elementary","3095 JOHNSON RD ","SOUTHLAKE","TX","76092","TARRANT",817-337-0330,"Licensed Center - School Age Program","Full Permit",3/6/1996,40,"backgroundchecks@claytonyouth.org","142607","","N","N","N","Y"
"1507166","","Clayton Child Care  Inc @ River Crest Country Club","1501 WESTERN AVE ","FORT WORTH","TX","76107","TARRANT",817-546-4237,"Licensed Center - Child Care Program","Full Permit",7/26/2013,25,"backgroundchecks@claytonyouth.org","1102149","","Y","Y","Y","Y"
"850300","1128","Clayton Child Care at  Liberty Elementary","1101 W MCDONWELL SCHOOL RD ","COLLEYVILLE","TX","76034","TARRANT",817-205-7151,"Licensed Center - School Age Program","Full Permit",1/9/2006,90,"backgroundchecks@claytonyouth.org","274597","","N","N","Y","Y"
"1659735","","Clayton Child Care Inc. @ Bess Race Elementary","537 S HEIGHTS DR ","CROWLEY","TX","76036","TARRANT",817-819-8342,"Licensed Center - School Age Program","Full Permit",2/7/2018,50,"backgroundchecks@claytonyouth.org","1286215","","N","N","N","Y"
"1659675","","Clayton Child Care Inc. @ Burton Hill","519 BURTON HILL RD ","WESTWORTH VILLAGE","TX","76114","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",2/20/2018,65,"","1286142","","N","N","Y","Y"
"1659997","","Clayton Child Care Inc. @ Dallas Park Elementary","8700 VIRIDIAN LN ","FORT WORTH","TX","76123","TARRANT",817-721-3149,"Licensed Center - School Age Program","Full Permit",1/31/2018,80,"backgroundchecks@claytonyouth.org","1286557","","N","N","N","Y"
"1635163","","Clayton Child Care Inc. @ Meadowcreek Elementary","2801 COUNTRY CREEK LN ","FORT WORTH","TX","76123","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",3/2/2017,35,"backgroundchecks@claytonyouth.org","1256446","","N","N","N","Y"
"1547292","","Clayton Child Care Inc. @ North Hi Mount Elementary","3801 W 7TH ST ","FORT WORTH","TX","76107","TARRANT",817-637-5258,"Licensed Center - Before/After School Program","Full Permit",2/24/2015,85,"backgroundchecks@claytonyouth.org","1155318","","N","N","Y","Y"
"1632363","","Clayton Child Care Inc.@ Sunset Valley Elementary","2032 CANCHIM ST ","FORT WORTH","TX","76131","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",2/28/2017,75,"backgroundchecks@claytonyouth.org","1253192","","N","N","N","Y"
"1553041","","Clayton Child Care, Inc. @ Mira Vista Country Club","6601 MIRA VISTA BLVD ","FORT WORTH","TX","76132","TARRANT",817-485-9364,"Licensed Center - Child Care Program","Full Permit",4/14/2015,21,"backgroundchecks@claytonyouth.org","1162665","","Y","Y","Y","Y"
"1175326","","Clayton Crew","7525 LA CROSSE AVE ","AUSTIN","TX","78739","TRAVIS",512-288-9792,"Licensed Center - School Age Program","Full Permit",1/28/2011,200,"","697848","","N","N","Y","Y"
"1710140","1128","Clayton Youth Enrich @ Overton Park Elementary","4865 BRIARHAVEN RD ","FORT WORTH","TX","76109","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",4/1/2021,50,"","1359360","","N","N","Y","Y"
"1718239","","Clayton Youth Enrichment @ Broadway Baptist","305 W BROADWAY AVE ","FORT WORTH","TX","76104","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",3/8/2021,70,"","1372257","","N","N","Y","Y"
"1721885","","Clayton Youth Enrichment @ Genesis United Methodist Church","7635 S HULEN ST ","FORT WORTH","TX","76133","TARRANT",817-923-9888,"Licensed Center - School Age Program","Initial",6/10/2021,70,"","1378615","","N","N","Y","Y"
"1678329","1128","Clayton Youth Enrichment @ South Hi Mount","4101 BIRCHMAN AVE ","FORT WORTH","TX","76107","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",2/1/2019,40,"","1312204","","N","N","Y","Y"
"1710459","","Clayton Youth Enrichment @ Texas School Fine Arts","6025 VILLAGE PKWY ","FORT WORTH","TX","76134","TARRANT",817-923-9888,"Licensed Center - School Age Program","Full Permit",4/13/2021,102,"backgroundchecks@claytonyouth.org","1359926","","N","N","Y","Y"
"881113","","Clean Caring Day Care LLC","3048 PROCTER ST ","PORT ARTHUR","TX","77642","JEFFERSON",409-983-3808,"Licensed Center - Child Care Program","Full Permit",11/8/2008,49,"c-daycare@att.net","328335","","Y","Y","Y","Y"
"1716524","","Clear Lake Academy Prep School","17321 EL CAMINO REAL ","HOUSTON","TX","77058","HARRIS",832-272-9249,"Licensed Center - Child Care Program","Initial",2/12/2021,50,"clearlakeacademy@gmail.com","1369320","","N","Y","Y","Y"
"1699345","","Clear Lake Child Care","16020 EL CAMINO REAL ","HOUSTON","TX","77062","HARRIS",832-279-8262,"Licensed Center - Child Care Program","Full Permit",7/28/2020,76,"clearlakechildcare@gmail.com","1342638","","Y","Y","Y","Y"
"247959","747","Clear Lake KinderCare","14777 EL CAMINO REAL ","HOUSTON","TX","77062","HARRIS",281-480-4777,"Licensed Center - Child Care Program","Full Permit",2/9/1990,119,"mvillarreal@klcorp.com","108046","","Y","Y","Y","Y"
"1637584","","Clear Lake Montessori School","2486 FALCON PASS DR ","HOUSTON","TX","77062","HARRIS",281-486-4971,"Licensed Center - Child Care Program","Full Permit",6/6/2017,144,"","1258950","","Y","Y","Y","Y"
"62999","","Clear Lake Presbyterian ECP","1511 EL DORADO BLVD ","HOUSTON","TX","77062","HARRIS",281-488-3204,"Licensed Center - Child Care Program","Full Permit",7/7/1995,108,"charla@clpc.org","95496","","Y","Y","Y","Y"
"1713158","","Clear Springs Academy","155 AVERY PKWY ","NEW BRAUNFELS","TX","78130","GUADALUPE",830-358-7000,"Licensed Center - Child Care Program","Full Permit",4/5/2021,95,"clearspringsacademy@gmail.com","1363870","","Y","Y","Y","Y"
"1674434","","Cleaster Wyrick","2912 VICKSBURG LN ","FORT WORTH","TX","76123","TARRANT",682-708-7636,"Registered Child-Care Home","Registered",7/12/2018,10,"","1306773","","Y","Y","Y","Y"
"537851","","Cleveland Street Head Start","1601 S CLEVELAND ST ","AMARILLO","TX","79102","POTTER",806-677-5400,"Licensed Center - Child Care Program","Full Permit",8/30/2001,202,"","156651","","Y","Y","Y","N"
"186296","6191","Cliff Maus Head Start","1458 W POINT RD ","CORPUS CHRISTI","TX","78416","NUECES",361-857-0428,"Licensed Center - Child Care Program","Full Permit",4/24/1986,104,"hrcentral@nccaatx.org","99375","","Y","Y","Y","Y"
"99","","Cliff Temple Child Development","125 SUNSET AVE ","DALLAS","TX","75208","DALLAS",214-942-6319,"Licensed Center - Child Care Program","Full Permit",4/10/1987,150,"","94094","","Y","Y","Y","Y"
"412630","2389","Clifton Park  Elementary YMCA","2200 TRIMMIER RD ","KILLEEN","TX","76541","BELL",254-317-3294,"Licensed Center - Before/After School Program","Full Permit",5/22/1992,51,"awiggins@asymca.org","123906","","N","N","Y","Y"
"546656","","Clorinda Mitchell"," ","","","","",,"Registered Child-Care Home","Registered",11/23/1999,11,"","163554","","Y","Y","Y","Y"
"1714032","","Clorissa Broussard","308 DEBORAH DR ","CONVERSE","TX","78109","BEXAR",210-463-0840,"Registered Child-Care Home","Registered",1/7/2021,12,"","1365425","","Y","Y","Y","Y"
"1664713","","Cloud ChildCare","1021 COUNTY ROAD 705 ","JOSHUA","TX","76058","JOHNSON",817-357-6719,"Licensed Child-Care Home","Full Permit",5/9/2018,12,"","1293384","","Y","Y","Y","Y"
"870996","","Cloud Of Light Christian Day Care - Education and Art Center","16305 WESTHEIMER RD STE 111","HOUSTON","TX","77082","HARRIS",281-920-3087,"Licensed Center - Child Care Program","Full Permit",9/19/2007,70,"","313350","","Y","Y","Y","Y"
"1678642","","Clover Connection Child Development Center LLC","112 E SOUTH MAIN ST ","FLATONIA","TX","78941","FAYETTE",361-772-2826,"Licensed Center - Child Care Program","Full Permit",2/8/2019,27,"lindseyahrens84@gmail.com","1312625","","Y","Y","Y","Y"
"1674621","","Club 360 Summer Camp at Slaughter Elementary","2706 WOLFORD ST ","MCKINNEY","TX","75071","COLLIN",469-302-6195,"Licensed Center - School Age Program","Full Permit",8/6/2018,250,"cbell@mckinneyisd.net","1307116","","N","N","N","Y"
"1299346","","Club Adventure Learning Center","300 S ALTO MESA DR STE G","EL PASO","TX","79912","EL PASO",915-581-1261,"Licensed Center - Child Care Program","Full Permit",9/8/2011,189,"","847708","","Y","Y","Y","Y"
"1681324","","Club Busy Bee - BCE","4815 HICKORY DOWNS DR ","HOUSTON","TX","77084","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",4/22/2019,60,"BUSYBEE@JAMSTELDWEST.ORG","1316596","","N","N","Y","Y"
"1681299","","Club Busy Bee - Franz","2751 N WESTGREEN BLVD ","KATY","TX","77449","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",5/6/2019,60,"INFO@CLUBBUSYBEE.ORG","1316557","","N","N","Y","Y"
"1681429","","Club Busy Bee - Mayde Creek","2698 GREENHOUSE RD ","HOUSTON","TX","77084","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",4/22/2019,60,"INFO@CLUBBUSYBEE.ORG","1316789","","N","N","Y","Y"
"1663664","","Club Busy Bee - Morton Ranch Elementary","2502 N MASON RD ","KATY","TX","77449","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",4/23/2018,100,"","1291806","","N","N","Y","Y"
"1681417","","Club Busy Bee - Rhoads","19711 CLAY RD ","KATY","TX","77449","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",5/6/2019,60,"INFO@CLUBBUSYBEE.ORG","1316768","","N","N","Y","Y"
"1681336","","Club Busy Bee -Hutsell","5360 FRANZ RD ","KATY","TX","77493","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",12/7/2018,60,"","1316616","","N","N","Y","Y"
"1681358","","Club Busy Bee- King","1901 CHARLTON HOUSE LN ","KATY","TX","77493","HARRIS",281-656-9439,"Licensed Center - Before/After School Program","Full Permit",11/21/2018,60,"","1316641","","N","N","Y","Y"
"928026","","Club Cooper- North","3202 108TH ST ","LUBBOCK","TX","79423","LUBBOCK",806-239-3137,"Licensed Center - Before/After School Program","Full Permit",6/5/2009,100,"","393288","","N","N","Y","Y"
"1678067","","Club Ninos Learning Center","15643 PEBBLE LAKE DR ","HOUSTON","TX","77095","HARRIS",734-560-3298,"Licensed Child-Care Home","Full Permit",1/30/2019,12,"","1311872","","Y","Y","Y","Y"
"1707218","","Club Rewind Summer Camp at Arnold","11111 TELGE RD ","CYPRESS","TX","77429","HARRIS",281-897-4492,"Licensed Center - School Age Program","Full Permit",6/2/2020,150,"","1354541","","N","N","N","Y"
"1691766","","Club Rewind Summer Camp at Matzke","10002 MILLS RD ","HOUSTON","TX","77070","HARRIS",281-897-4460,"Licensed Center - Before/After School Program","Full Permit",6/13/2019,250,"","1331903","","N","N","N","Y"
"1662875","","Club Z INC","7612 COOPER LN ","AUSTIN","TX","78745","TRAVIS",512-219-0700,"Licensed Center - School Age Program","Full Permit",9/22/2017,43,"tony@zsclubhouse.com","1290696","","N","N","N","Y"
"1027406","","Club Z INC","12741 RESEARCH BLVD STE 200","AUSTIN","TX","78759","WILLIAMSON",512-219-0700,"Licensed Center - School Age Program","Full Permit",1/26/2010,60,"","514728","","N","N","N","Y"
"1659115","","Clubhouse Kids Learning Center","3005 WREN LN ","MIDLOTHIAN","TX","76065","ELLIS",214-577-8210,"Licensed Child-Care Home","Full Permit",2/1/2018,12,"","1285341","","Y","Y","Y","Y"
"1563200","","Clubhouse Playcare","2255 NORTHPARK DR ","KINGWOOD","TX","77339","HARRIS",281-312-3233,"Licensed Center - Child Care Program","Full Permit",10/8/2015,51,"","1176483","","Y","Y","Y","Y"
"1366946","","Coastal Kids Day Care","709 B HWY 35 S ","PORT LAVACA","TX","77979","CALHOUN",361-552-6021,"Licensed Center - Child Care Program","Full Permit",10/22/2012,81,"coastalkidsdaycare@yahoo.com","930848","","Y","Y","Y","Y"
"1660777","","Cobblestone Learning Center","3140 N WALNUT  GROVE RD ","MIDLOTHIAN","TX","76065","ELLIS",469-336-5020,"Licensed Center - Child Care Program","Full Permit",3/2/2018,155,"","1287570","","Y","Y","Y","Y"
"220941","","Coker Early Learning Center","231 E NORTH LOOP RD ","SAN ANTONIO","TX","78216","BEXAR",210-494-5061,"Licensed Center - Child Care Program","Full Permit",2/6/1987,200,"cokerelc@coker.org","102565","","Y","Y","Y","Y"
"1331986","","Coky's Day Care Center","905 NYSSA AVE ","MCALLEN","TX","78501","HIDALGO",956-631-5004,"Licensed Center - Child Care Program","Full Permit",7/11/2011,49,"","889049","","Y","Y","Y","Y"
"1511873","","Cokys Daycare","9701 BECK DR ","PLANO","TX","75025","COLLIN",469-970-6029,"Licensed Child-Care Home","Full Permit",3/8/2013,12,"","1107753","","Y","Y","Y","Y"
"1599459","","Colegio Bilingue Trinidad","1605 E EXPRESSWAY 83 STE A","MISSION","TX","78572","HIDALGO",956-257-4312,"Licensed Center - Child Care Program","Full Permit",10/11/2016,55,"colegiobilinguetrinidad@gmail.com","1215104","","Y","Y","Y","Y"
"418872","","Coleman Early Learning Center","1600 E GOLF COURSE RD ","MIDLAND","TX","79701","MIDLAND",432-240-4614,"Licensed Center - Child Care Program","Full Permit",5/24/1993,62,"claudia.juarez@midlandisd.net","129052","","Y","Y","Y","N"
"1697710","","Colibri Bilingual Child Academy","3500 COUNTY ROAD 175 ","LEANDER","TX","78641","WILLIAMSON",512-487-7685,"Licensed Center - Child Care Program","Full Permit",6/17/2020,34,"","1340051","","N","Y","Y","Y"
"1709241","","Colibri Spanish Immersion Preschool","603 BOULDIN AVE ","AUSTIN","TX","78704","TRAVIS",512-551-3773,"Licensed Center - Child Care Program","Full Permit",1/6/2021,46,"info@colibrispanish.com","1357827","","Y","Y","Y","Y"
"510027","2729","COLIN POWELL ELEM/YMCA","7332 COCHRANS CROSSING DR ","THE WOODLANDS","TX","77381","MONTGOMERY",281-367-9622,"Licensed Center - School Age Program","Full Permit",7/3/1996,60,"megan.strose@ymcahouston.org","137243","","N","N","N","Y"
"249186","","Colleen Carson","15346 F M 144 N ","OMAHA","TX","75571","MORRIS",903-884-3612,"Registered Child-Care Home","Registered",9/27/1989,12,"ccandej@aol.com","108524","","Y","Y","Y","Y"
"1302768","","Colleen Hellman","722 COUNTY ROAD 409 ","GAINESVILLE","TX","76240","COOKE",940-727-4522,"Licensed Child-Care Home","Full Permit",9/29/2011,12,"hellmanclan@sbcglobal.net","851992","","Y","Y","Y","Y"
"1046586","","Colleyville Christian Preschool","2301 HALL JOHNSON RD ","GRAPEVINE","TX","76051","TARRANT",817-868-0900,"Licensed Center - Child Care Program","Full Permit",4/22/2010,142,"colleyvillechristianpreschool@yahoo.com","537308","","N","Y","Y","Y"
"550050","","Colleyville Creme De La Creme","6805 COLLEYVILLE BLVD ","COLLEYVILLE","TX","76034","TARRANT",817-416-3683,"Licensed Center - Child Care Program","Full Permit",4/10/2001,331,"colleyville@cremedelacreme.com","166103","","Y","Y","Y","Y"
"545029","684","Colleyville Montessori School","4700 GLADE CREEK DR ","COLLEYVILLE","TX","76034","TARRANT",817-577-8353,"Licensed Center - Child Care Program","Full Permit",3/2/2000,156,"","162312","","Y","Y","Y","Y"
"309623","","Collin College Child Development Lab School","2800 E SPRING CREEK PKWY ","PLANO","TX","75074","COLLIN",972-881-5938,"Licensed Center - Child Care Program","Full Permit",4/12/1989,51,"bbatista@collin.edu","114115","","Y","Y","Y","Y"
"1708214","9871","Collins-Parr Early Learning Center","600 S REFORMA ST ","SAN DIEGO","TX","78384","DUVAL",361-279-3382,"Licensed Center - Child Care Program","Full Permit",1/21/2021,40,"","1356044","","N","N","Y","Y"
"507879","","Colonial Farms Day Care","18471 IH 35 S ","LYTLE","TX","78052","BEXAR",830-772-4642,"Licensed Center - Child Care Program","Full Permit",4/12/1994,130,"","135689","","Y","Y","Y","Y"
"247031","","Colonial Hills Methodist Church Day Care","5247 VANCE JACKSON RD ","SAN ANTONIO","TX","78230","BEXAR",210-349-9583,"Licensed Center - Child Care Program","Full Permit",3/2/1990,150,"","107749","","Y","Y","Y","Y"
"51867","","Colonial Hills United Methodist School","5247 VANCE JACKSON RD ","SAN ANTONIO","TX","78230","BEXAR",210-349-1092,"Licensed Center - Child Care Program","Full Permit",4/20/1987,160,"","94988","","N","Y","Y","Y"
"1634891","","Colorado City ISD Early Head Start","1242 E 10TH ST ","COLORADO CITY","TX","79512","MITCHELL",325-728-3471,"Licensed Center - Child Care Program","Full Permit",10/25/2016,16,"","1256161","","Y","Y","Y","N"
"1543206","","Colores Spanish Immersion Preschool","908 OLD KOENIG LN ","AUSTIN","TX","78756","TRAVIS",512-740-7645,"Licensed Center - Child Care Program","Full Permit",2/20/2015,32,"info@colorespreschool.com","1150321","","N","Y","Y","Y"
"1697131","","Colorin Colorado Spanish Child Care","11701 ANDESITE RD ","MANOR","TX","78653","TRAVIS",512-473-9378,"Licensed Child-Care Home","Full Permit",10/11/2019,12,"","1339151","","Y","Y","Y","Y"
